label,subject,message
spam,Special promotion ends today,Final notice: your prize will be cancelled unless you respond immediately and complete the verification.
spam,Free voucher available,Your reward is ready. Verify your account and claim the special offer before the deadline.
spam,Important: claim your prize,Congratulations! You have won a valuable prize. Click the link now to claim your reward before it expires. Please confirm the information provided.
ham,Follow up on our discussion,I have attached the project update and the next steps we discussed. Please review it when you have time.
ham,Course assignment reminder,Here are the notes from today's meeting. I have included the action items we agreed to.
ham,Team standup at 10 AM,"Hi, just confirming that our meeting is scheduled for tomorrow at 10 AM. Please let me know if anything changes."
ham,Doctor appointment reminder,I have attached the travel itinerary. Please check the departure time and let me know if you notice anything incorrect.
ham,Doctor appointment reminder,The assignment is due next Monday. Please check the course portal for the submission instructions. Please confirm once you have received this information.
ham,Grocery list for tonight,The team standup will start at 10 AM tomorrow. Please prepare a short update on your current tasks.
spam,Limited time bonus offer,Your reward is ready. Verify your account and claim the special offer before the deadline. Offer expires today.
